Player,Season,VAC_288,VAC_SO,Bias_288,Bias_SO,Sensitivity_288,Sensitivity_SO
Aaron Nola,2018,0.7689,0.9659,-0.0615,0.0136,0.4596,0.965
Aaron Nola,2019,0.7628,0.9602,-0.0583,0.0134,0.4583,0.9555
Brandon Finnegan,2017,0.7136,0.9362,-0.5152,0.0387,0.3961,1.1324
Brandon Finnegan,2019,0.7452,0.9494,-0.4282,0.0183,0.4378,1.1127
Tyler Thornburg,2017,0.2262,0.6488,0.2329,0.0832,0.1208,0.5785
Tyler Thornburg,2018,0.2762,0.6666,0.1823,0.0657,0.1282,0.5863
Tyler Thornburg,2019,0.279,0.6656,0.1638,0.0587,0.1349,0.5859
Javier Lopez,2019,0.4976,0.6847,0.1684,0.0855,0.1457,0.7476
Jeff Samardzija,2016,0.53,0.9093,0.1513,0.0128,0.5053,0.9435
Jeff Samardzija,2017,0.5496,0.9092,0.0978,0.0189,0.5346,0.9035
Jeff Samardzija,2018,0.5712,0.8038,0.0929,0.0414,0.5505,0.7599
Jeff Samardzija,2019,0.5814,0.8362,0.1111,0.037,0.5562,0.8047
Taylor Jungmann,2019,0.0534,0.7313,0.2643,0.1111,-0.1932,0.5644
Steve Cishek,2016,0.2662,0.6126,-0.5729,-0.2051,0.177,0.9782
Steve Cishek,2017,0.2696,0.5385,-0.6701,-0.3017,0.1442,0.8679
Steve Cishek,2018,0.5539,0.6724,-0.5261,-0.1313,0.1744,0.995
Steve Cishek,2019,0.5611,0.6725,-0.5083,-0.1289,0.1686,0.9617
Joaquin Benoit,2016,0.3349,0.5783,0.0529,0.0016,0.1334,0.7069
Joaquin Benoit,2019,0.3643,0.6617,0.0879,0.0185,0.1477,0.6731
Sam Dyson,2016,0.4162,0.6594,0.1723,0.0825,0.1665,0.7584
Sam Dyson,2017,0.7146,0.8634,0.0027,-0.0214,0.269,0.99
Sam Dyson,2018,0.7493,0.8823,-0.0604,-0.0243,0.275,0.9742
Sam Dyson,2019,0.71,0.869,-0.0681,-0.0302,0.2693,0.9742
Keone Kela,2016,0.352,0.5839,0.1456,0.0784,0.1276,0.5616
Keone Kela,2017,0.2762,0.6048,0.1196,0.071,0.1294,0.5987
Keone Kela,2018,0.3642,0.6678,0.1281,0.0658,0.156,0.6703
Keone Kela,2019,0.3752,0.6972,0.105,0.0634,0.1626,0.6638
Wade Miley,2016,0.1266,0.7753,0.0138,0.0039,0.1909,0.6546
Wade Miley,2017,0.4182,0.891,0.1307,0.0285,0.3125,0.846
Wade Miley,2018,0.4151,0.8824,0.1377,0.0314,0.312,0.8427
Wade Miley,2019,0.45,0.8715,0.1633,0.038,0.3456,0.8099
Colby Lewis,2019,0.5097,0.813,0.0502,0.0021,0.3776,0.7344
Cory Luebke,2019,0.4954,0.6551,0.1486,0.1373,0.2358,0.8382
Arquimedes Caminero,2019,0.5587,0.8507,-0.07,-0.0812,0.2289,0.9177
Matt Bowman,2016,0.2424,0.4484,0.1728,0.1145,0.0888,0.4951
Matt Bowman,2017,0.2983,0.5398,0.164,0.1042,0.1048,0.5556
Matt Bowman,2018,0.3002,0.5295,0.1627,0.1022,0.1073,0.5357
Matt Bowman,2019,0.3059,0.5776,0.1405,0.0866,0.1164,0.5735
Jonathan Broxton,2016,0.3201,0.5205,0.196,0.1309,0.1069,0.6774
Jonathan Broxton,2019,0.3249,0.5084,0.1964,0.1209,0.107,0.6158
Juan Nicasio,2016,0.1083,0.6672,0.2964,0.1153,0.0947,0.5766
Juan Nicasio,2017,0.2175,0.6366,0.2878,0.0826,0.1251,0.6753
Juan Nicasio,2018,0.3051,0.6069,0.2624,0.0807,0.1497,0.6631
Juan Nicasio,2019,0.2962,0.6703,0.2131,0.0505,0.161,0.6945
Tyler Lyons,2016,0.5307,0.788,-0.1671,-0.107,0.1996,0.8121
Tyler Lyons,2017,0.4334,0.753,-0.2907,-0.1168,0.159,0.7839
Tyler Lyons,2018,0.4341,0.7576,-0.3057,-0.1311,0.1528,0.795
Tyler Lyons,2019,0.4348,0.7724,-0.3206,-0.1348,0.1543,0.8231
Mike Leake,2016,0.6158,0.893,-0.2784,-0.1121,0.3814,0.8778
Mike Leake,2017,0.6042,0.8667,-0.2878,-0.1155,0.3996,0.88
Mike Leake,2018,0.5351,0.8423,-0.2973,-0.1121,0.3735,0.8569
Mike Leake,2019,0.597,0.8804,-0.1914,-0.0775,0.4723,0.903
Erasmo Ramirez,2016,0.6488,0.6638,0.1394,0.0419,0.3295,0.794
Erasmo Ramirez,2017,0.5821,0.6657,0.1733,0.0561,0.2874,0.7668
Erasmo Ramirez,2019,0.5672,0.6621,0.1815,0.0553,0.2836,0.7584
Gavin Floyd,2019,0.6148,0.7347,0.1612,0.0742,0.1488,0.7038
J.A. Happ,2016,0.4628,0.825,0.1754,0.0244,0.6324,0.7152
J.A. Happ,2017,0.479,0.8116,0.1915,0.0412,0.5597,0.7032
J.A. Happ,2018,0.4734,0.7884,0.2129,0.048,0.4805,0.6888
J.A. Happ,2019,0.4503,0.7918,0.2314,0.0291,0.4347,0.7059
Ryan Webb,2019,0.4454,0.7895,-0.1758,-0.8019,0.3528,0.5763
Matt Moore,2016,0.6123,0.6471,0.1522,0.073,0.4875,0.6966
Matt Moore,2017,0.4827,0.6771,0.1755,0.0996,0.3683,0.6534
Matt Moore,2019,0.4373,0.7086,0.2397,0.0769,0.1757,0.7782
John Gant,2016,0.0626,0.5009,0.1239,0.062,0.107,0.3885
John Gant,2017,0.1081,0.6939,0.1637,0.0587,0.1488,0.493
John Gant,2018,0.25,0.7101,0.1211,0.0378,0.1289,0.544
John Gant,2019,0.4231,0.6744,0.1671,0.0727,0.1503,0.6095
Alexi Ogando,2019,0.1492,0.668,0.2652,-0.0247,0.0858,0.8191
Bud Norris,2016,0.1561,0.7393,0.2546,0.0772,0.1339,0.7522
Bud Norris,2017,0.3346,0.7009,0.3386,0.122,0.1371,0.7936
Bud Norris,2019,0.5484,0.7609,0.3618,0.0856,0.1822,0.9754
Stephen Strasburg,2016,0.2659,0.5555,0.1063,0.0653,0.1369,0.3928
Stephen Strasburg,2017,0.2806,0.7156,0.0843,0.0267,0.2109,0.5856
Stephen Strasburg,2018,0.3499,0.7031,0.0711,0.014,0.2365,0.6123
Stephen Strasburg,2019,0.2613,0.7712,0.0408,-0.0024,0.2517,0.6868
Kyle Crockett,2017,0.5549,0.5765,0.1605,0.0883,0.1118,0.6091
Kyle Crockett,2019,0.4818,0.5174,0.192,0.0781,0.0949,0.5582
Josh Tomlin,2016,0.3221,0.8703,0.1841,0.0573,0.4545,0.7303
Josh Tomlin,2017,0.6253,0.8742,0.066,-0.0085,0.6414,0.8653
Josh Tomlin,2018,0.2681,0.776,0.1752,0.0315,0.294,0.7626
Josh Tomlin,2019,0.2718,0.7173,0.214,0.0343,0.1542,0.7542
Hector Rondon,2016,0.2235,0.5536,0.1819,0.054,0.1029,0.7108
Hector Rondon,2017,0.2005,0.6343,0.1551,0.059,0.1043,0.6425
Hector Rondon,2018,0.2581,0.6705,0.1517,0.0626,0.1183,0.6597
Hector Rondon,2019,0.2804,0.642,0.1433,0.0587,0.1296,0.63
John Lackey,2016,0.3418,0.786,0.3848,0.1777,0.384,0.698
John Lackey,2019,0.402,0.822,0.5721,0.1362,0.2078,0.8003
Rubby De La Rosa,2016,0.5562,0.5506,0.1786,0.1377,0.2554,0.6905
Rubby De La Rosa,2019,0.4794,0.6665,0.1242,0.108,0.2418,0.7337
Zach Putnam,2016,0.3629,0.5717,-0.3906,-0.1868,0.1231,0.7255
Zach Putnam,2019,0.5383,0.7148,-0.2853,-0.0502,0.1663,0.9205
Mat Latos,2019,0.1411,0.4744,0.0946,0.0373,0.0575,0.5829
Kendall Graveman,2016,0.5656,0.8846,-0.1864,-0.0963,0.5638,0.809
Kendall Graveman,2017,0.5279,0.9041,-0.2072,-0.0746,0.5866,0.8474
Kendall Graveman,2019,0.4895,0.9035,-0.2438,-0.0715,0.5579,0.8538
Andrew Miller,2016,0.1164,0.5204,-0.1429,-0.0673,0.0527,0.5348
Andrew Miller,2017,0.2514,0.624,-0.1108,-0.0303,0.0974,0.6834
Andrew Miller,2018,0.2626,0.595,-0.105,-0.0243,0.1043,0.6324
Andrew Miller,2019,0.2526,0.5387,-0.1267,-0.0425,0.0915,0.5911
Will Harris,2016,0.2247,0.5926,0.2456,0.0752,0.1158,0.6019
Will Harris,2017,0.232,0.543,0.2468,0.0928,0.1096,0.5795
Will Harris,2018,0.3023,0.601,0.2084,0.0722,0.12,0.6054
Will Harris,2019,0.3126,0.5745,0.1771,0.0557,0.119,0.5963
Kirby Yates,2016,0.527,0.7081,0.1194,0.0412,0.2223,0.7205
Kirby Yates,2017,0.4268,0.6597,0.1274,0.052,0.198,0.6959
Kirby Yates,2018,0.4255,0.6518,0.1173,0.0555,0.1748,0.6742
Kirby Yates,2019,0.3881,0.631,0.1141,0.0559,0.1675,0.6379
Nathan Eovaldi,2017,0.6703,0.8594,0.0447,-0.0087,0.6981,0.7523
Nathan Eovaldi,2018,0.6915,0.872,0.1081,0.0068,0.6524,0.8138
Nathan Eovaldi,2019,0.4016,0.8431,0.1931,0.0373,0.2701,0.7558
Mike Fiers,2016,0.641,0.6391,0.0166,-0.0118,0.4298,0.7375
Mike Fiers,2017,0.5116,0.6932,0.0455,0.0036,0.3847,0.7271
Mike Fiers,2018,0.5991,0.7451,0.0249,-0.02,0.4188,0.7835
Mike Fiers,2019,0.5113,0.7487,0.026,-0.0156,0.3579,0.7651
Alex Wood,2016,0.0197,0.4981,0.0448,0.0168,0.059,0.528
Alex Wood,2017,0.1246,0.6799,0.0223,0.0145,0.1904,0.5665
Alex Wood,2018,0.4132,0.7669,-0.0279,-0.0103,0.2174,0.7888
Alex Wood,2019,0.396,0.7892,-0.0258,-0.0102,0.2249,0.8035
Jake Peavy,2019,0.531,0.525,0.4279,0.1563,0.2239,0.6423
Dylan Bundy,2016,0.35,0.6696,0.1794,0.0713,0.1615,0.6728
Dylan Bundy,2017,0.4206,0.7931,0.1116,0.0369,0.2284,0.7335
Dylan Bundy,2018,0.4086,0.7572,0.0986,0.0368,0.2368,0.7014
Dylan Bundy,2019,0.4028,0.792,0.0717,0.0291,0.2628,0.7053
Ubaldo Jimenez,2016,0.2305,0.7265,0.0863,0.0419,0.2681,0.6021
Ubaldo Jimenez,2019,0.2948,0.8034,0.0665,0.0386,0.3142,0.6164
Phil Hughes,2016,0.1348,0.4966,0.3896,0.1406,0.1259,0.5263
Phil Hughes,2017,0.4986,0.8183,0.2885,-0.0433,0.2135,0.8968
Phil Hughes,2019,0.437,0.7464,0.3724,-0.0224,0.1616,0.9659
Keyvius Sampson,2019,0.5435,0.6852,0.1343,0.0318,0.3443,0.603
Brett Oberholtzer,2019,0.381,0.755,0.1402,0.0398,0.1327,0.6214
Robert Stephenson,2016,0.0123,0.8117,0.2284,0.0679,0.0951,0.6612
Robert Stephenson,2018,0.1404,0.7232,0.0934,0.0803,0.221,0.5396
Robert Stephenson,2019,0.5152,0.8087,-0.0783,0.0108,0.2787,0.7766
Daniel Stumpf,2016,0.8591,0.5786,-0.0827,-0.0683,0.5096,0.4492
Daniel Stumpf,2017,0.2463,0.5452,0.0894,0.0871,0.1337,0.5162
Daniel Stumpf,2018,0.2603,0.548,0.0705,0.0754,0.118,0.5655
Daniel Stumpf,2019,0.2352,0.5699,0.051,0.0532,0.1047,0.605
Kyle Lobstein,2019,0.6364,0.6015,-0.0391,-0.0203,0.1217,0.6519
Trevor Rosenthal,2016,0.351,0.4957,0.3815,0.2255,0.1225,0.5992
Trevor Rosenthal,2018,0.4282,0.6066,0.3276,0.137,0.1493,0.7295
Trevor Rosenthal,2019,0.4568,0.6379,0.3079,0.1538,0.1554,0.7171
Kevin Siegrist,2016,0.1015,0.5661,0.2387,0.0935,0.0679,0.489
Kevin Siegrist,2019,0.1239,0.5325,0.2097,0.0792,0.0752,0.4884
Jonathon Niese,2019,0.3679,0.5196,0.4938,0.1378,0.1782,0.6999
Michael Wacha,2016,0.3902,0.6969,0.2558,0.1556,0.246,0.5838
Michael Wacha,2017,0.3706,0.663,0.2552,0.1665,0.2573,0.5073
Michael Wacha,2018,0.3756,0.7253,0.2183,0.1297,0.2998,0.578
Michael Wacha,2019,0.2932,0.7317,0.2392,0.1165,0.2404,0.6043
Marcus Stroman,2016,0.2318,0.8156,0.3293,0.0615,0.2939,0.863
Marcus Stroman,2017,0.4747,0.8779,0.1748,0.0351,0.4507,0.9015
Marcus Stroman,2018,0.5295,0.8737,0.1611,0.0467,0.4594,0.8618
Marcus Stroman,2019,0.5684,0.8784,0.1414,0.052,0.4781,0.844
Chris Archer,2016,0.4925,0.5741,-0.0074,0.0282,0.3714,0.6486
Chris Archer,2017,0.7507,0.4912,-0.0139,0.0373,0.3413,0.8142
Chris Archer,2018,0.6582,0.5275,-0.0241,0.0319,0.3297,0.8002
Chris Archer,2019,0.6509,0.5497,-0.0164,0.024,0.3357,0.7392
Joe Biagini,2016,0.3535,0.6898,0.1281,0.0117,0.1522,0.7048
Joe Biagini,2017,0.3276,0.6827,0.178,0.0433,0.1525,0.7227
Joe Biagini,2018,0.3734,0.7111,0.2317,0.0476,0.1638,0.7814
Joe Biagini,2019,0.3567,0.7233,0.2842,0.0556,0.1634,0.8113
Jason Hammel,2016,0.1625,0.7615,0.0241,0.0049,0.1928,0.6167
Jason Hammel,2017,0.1849,0.7502,0.0164,0.0001,0.2207,0.6441
Jason Hammel,2019,0.1527,0.6947,0.0153,-0.005,0.0876,0.6032
Robbie Ray,2016,0.5661,0.852,0.2085,0.0574,0.4185,0.7488
Robbie Ray,2017,0.6029,0.8909,0.1508,0.0293,0.4194,0.7758
Robbie Ray,2018,0.6178,0.8991,0.1244,0.0276,0.4257,0.7624
Robbie Ray,2019,0.5945,0.8651,0.0961,0.0092,0.4359,0.7668
Dan Otero,2016,0.3739,0.7762,-0.2867,-0.1257,0.1407,0.8352
Dan Otero,2017,0.4622,0.8256,-0.3268,-0.1045,0.172,0.9276
Dan Otero,2018,0.4272,0.8111,-0.3666,-0.1126,0.1634,0.9114
Dan Otero,2019,0.4056,0.7778,-0.3988,-0.1325,0.1518,0.8701
Dan Jennings,2016,0.3933,0.5326,0.1195,0.0805,0.1726,0.6241
Dan Jennings,2017,0.2228,0.5358,0.0849,0.0278,0.1095,0.5877
Dan Jennings,2018,0.2095,0.5064,0.0928,0.0319,0.1085,0.5746
Dan Jennings,2019,0.2228,0.5134,0.0911,0.0328,0.1116,0.5688
Danny Salazar,2016,0.3323,0.8184,0.2507,0.163,0.2772,0.5374
Danny Salazar,2019,0.4007,0.8625,0.1691,0.0981,0.3886,0.6493
Sam Freeman,2016,0.0205,0.6411,0.2183,0.0606,0.0778,0.4643
Sam Freeman,2017,0.4478,0.7457,0.0762,-0.0044,0.1827,0.7852
Sam Freeman,2019,0.3757,0.6548,0.085,0.0315,0.1501,0.7251
Chris Devenski,2016,0.0806,0.8016,-0.0587,-0.0297,0.0895,0.7444
Chris Devenski,2017,0.1119,0.7385,-0.1006,-0.0535,0.0781,0.6673
Chris Devenski,2018,0.1075,0.6945,-0.102,-0.054,0.08,0.6491
Chris Devenski,2019,0.1351,0.701,-0.09,-0.048,0.0949,0.656
Chase Anderson,2016,0.4302,0.5231,0.1611,0.0732,0.2873,0.568
Chase Anderson,2017,0.2858,0.5285,0.1925,0.1005,0.2204,0.5421
Chase Anderson,2018,0.2708,0.5464,0.196,0.1035,0.1895,0.5467
Chase Anderson,2019,0.566,0.6913,0.1959,0.0347,0.2766,0.7847
Scott Feldman,2016,0.3859,0.5928,-0.0915,-0.0477,0.1767,0.6356
Scott Feldman,2019,0.3547,0.659,-0.1047,-0.0447,0.204,0.7065
Ross Stripling,2016,0.5674,0.6877,-0.0343,-0.0173,0.3432,0.7102
Ross Stripling,2017,0.2958,0.743,-0.1258,-0.0412,0.1332,0.7571
Ross Stripling,2018,0.2461,0.7454,-0.1218,-0.0392,0.1233,0.7422
Ross Stripling,2019,0.2299,0.7765,-0.1225,-0.0483,0.1418,0.7439
Matt Cain,2016,0.2333,0.6507,-0.0086,-0.0168,0.181,0.5591
Matt Cain,2019,0.2208,0.6304,0.0349,0.0029,0.1965,0.5837
Matt Belisle,2016,0.2993,0.4925,0.07,0.0432,0.1065,0.5864
Matt Belisle,2017,0.3317,0.6762,0.0689,0.0359,0.1359,0.7064
Matt Belisle,2019,0.3649,0.7328,0.0585,0.0247,0.1576,0.7493
Yusmeiro Petit,2016,0.0669,0.6441,-0.0008,0.008,0.0777,0.6922
Yusmeiro Petit,2017,0.2867,0.7096,0.0914,0.0508,0.181,0.7021
Yusmeiro Petit,2018,0.307,0.6693,0.1369,0.0702,0.1477,0.68
Yusmeiro Petit,2019,0.2687,0.6106,0.1591,0.0835,0.128,0.6787
Tanner Roark,2016,0.6976,0.7378,-0.8413,-0.1619,0.2107,0.9285
Tanner Roark,2017,0.8141,0.9617,-0.1733,0.0065,0.404,1.0473
Tanner Roark,2018,0.8327,0.9698,-0.0553,0.0001,0.4368,1.04
Tanner Roark,2019,0.8365,0.9677,-0.023,-0.0171,0.4444,1.0248
Adam Conley,2016,0.547,0.8722,0.1177,0.0753,0.4445,0.6724
Adam Conley,2017,0.268,0.6525,0.1657,0.1068,0.284,0.5057
Adam Conley,2018,0.1708,0.6535,0.1399,0.046,0.1173,0.6431
Adam Conley,2019,0.1685,0.6067,0.1562,0.0477,0.1148,0.6085
Yordano Ventura,2019,0.4456,0.7823,0.061,0.0465,0.3508,0.6747
Kyle Ryan,2016,0.4296,0.7789,0.1541,0.0073,0.1379,0.8805
Kyle Ryan,2018,0.4234,0.7453,0.1403,0.026,0.1369,0.8295
Kyle Ryan,2019,0.3895,0.6363,0.0997,0.0189,0.1404,0.7844
Luis Cessa,2016,0.5027,0.4958,-0.0078,0.0091,0.1885,0.6182
Luis Cessa,2017,0.4992,0.6631,-0.0604,-0.0048,0.2294,0.6543
Luis Cessa,2018,0.3807,0.7119,-0.0776,-0.0171,0.2553,0.6389
Luis Cessa,2019,0.2363,0.658,-0.0972,-0.0282,0.2473,0.6154
Jordan Zimmermann,2016,0.4858,0.7688,0.0462,0.0219,0.5082,0.777
Jordan Zimmermann,2017,0.4599,0.76,0.043,0.0263,0.3298,0.7286
Jordan Zimmermann,2018,0.3039,0.7364,0.0182,0.0216,0.2836,0.6824
Jordan Zimmermann,2019,0.2992,0.7213,0.0034,0.0114,0.303,0.6781
Luis Severino,2016,0.2038,0.8373,0.1231,0.0274,0.2061,0.7542
Luis Severino,2017,0.198,0.8478,0.0626,0.0063,0.2097,0.787
Luis Severino,2019,0.2245,0.7831,0.0387,-0.0097,0.2489,0.7238
Taijuan Walker,2016,0.5861,0.9181,0.1756,0.0602,0.5319,0.6926
Taijuan Walker,2019,0.5604,0.8635,0.1839,0.0487,0.5307,0.7651
Eric Surkamp,2019,0.4729,0.7472,0.3194,0.1088,0.2543,0.4835
Antonio Bastardo,2016,0.3005,0.7793,0.2214,0.0658,0.1494,0.6571
Antonio Bastardo,2019,0.3088,0.7785,0.2249,0.0616,0.1543,0.659
Hansel Robles,2016,0.4233,0.7353,0.1836,0.0941,0.1539,0.709
Hansel Robles,2017,0.2505,0.7619,0.1888,0.0738,0.127,0.7103
Hansel Robles,2018,0.2978,0.7511,0.2033,0.0744,0.1411,0.6993
Hansel Robles,2019,0.2812,0.7508,0.1626,0.0561,0.1361,0.7101
Jacob deGrom,2016,0.5899,0.8813,0.1387,0.0693,0.4413,0.6999
Jacob deGrom,2017,0.3919,0.8316,0.0896,0.0393,0.3837,0.7127
Jacob deGrom,2018,0.3644,0.8451,0.0624,0.018,0.3647,0.7783
Jacob deGrom,2019,0.3705,0.8423,0.0395,0.0077,0.3947,0.7859
Jerad Eickhoff,2016,0.4938,0.7702,0.0329,0.0417,0.333,0.709
Jerad Eickhoff,2018,0.4606,0.7603,0.0178,0.0241,0.3376,0.7225
Jerad Eickhoff,2019,0.5204,0.7766,-0.0015,0.0183,0.3978,0.7292
Ryan Vogelsong,2019,0.1774,0.6173,0.0543,-0.0306,0.0987,0.553
Alfredo Simon,2019,0.4902,0.8113,0.2053,0.1281,0.2969,0.5437
Chris Rusin,2016,0.2697,0.6505,-0.07,-0.0083,0.2215,0.7496
Chris Rusin,2017,0.2469,0.7358,-0.1177,-0.044,0.2036,0.6803
Chris Rusin,2019,0.2259,0.7229,-0.1421,-0.055,0.1626,0.6581
Jordan Lyles,2016,0.2186,0.7274,0.0964,0.0016,0.1032,0.659
Jordan Lyles,2017,0.3655,0.6813,0.0802,-0.0111,0.1488,0.7186
Jordan Lyles,2018,0.3086,0.655,0.0528,-0.0204,0.1532,0.7073
Jordan Lyles,2019,0.4149,0.7464,0.0403,-0.0322,0.2053,0.8025
Matt Wisler,2016,0.415,0.6769,0.121,0.0561,0.2574,0.5246
Matt Wisler,2017,0.2133,0.7108,0.1038,0.0501,0.2837,0.4839
Matt Wisler,2018,0.25,0.7363,0.0563,0.042,0.318,0.4928
Matt Wisler,2019,0.4699,0.8131,-0.0415,-0.0094,0.282,0.6874
Jaime Garcia,2016,0.6004,0.8168,-0.2102,-0.1193,0.4241,0.7383
Jaime Garcia,2017,0.6869,0.9307,-0.0385,-0.0402,0.6754,0.9121
Jaime Garcia,2019,0.5227,0.8977,-0.0009,-0.0165,0.3476,0.946
T.J. McFarland,2016,0.5092,0.7559,-0.5172,-0.2636,0.1201,0.7471
T.J. McFarland,2017,0.6044,0.8349,-0.4673,-0.2126,0.215,0.9873
T.J. McFarland,2018,0.5987,0.8571,-0.4044,-0.2241,0.2433,0.9932
T.J. McFarland,2019,0.3778,0.8626,-0.6406,-0.2362,0.1762,0.9924
Xavier Cedeno,2016,0.7468,0.5789,0.2308,0.0839,0.2678,0.7433
Xavier Cedeno,2017,0.7291,0.5849,0.2337,0.1047,0.2538,0.7296
Xavier Cedeno,2018,0.6303,0.5733,0.2269,0.1145,0.213,0.7066
Xavier Cedeno,2019,0.6294,0.5626,0.2247,0.1203,0.2123,0.7011
A.J. Griffin,2016,0.5047,0.895,0.018,-0.0099,0.524,0.814
A.J. Griffin,2019,0.5109,0.8481,0.0415,0.0089,0.4945,0.7786
Matt Shoemaker,2016,0.5487,0.8547,0.0401,0.0309,0.4051,0.828
Matt Shoemaker,2017,0.4792,0.803,0.0171,0.0091,0.3822,0.7824
Matt Shoemaker,2018,0.4664,0.7694,0.0151,0.015,0.3691,0.7283
Matt Shoemaker,2019,0.4572,0.7514,0.0095,0.015,0.3554,0.7032
Adam Warren,2016,0.2399,0.5495,-0.0809,-0.0484,0.1154,0.5629
Adam Warren,2017,0.2913,0.534,-0.1063,-0.0645,0.1536,0.6471
Adam Warren,2018,0.2184,0.5342,-0.1163,-0.0698,0.1259,0.6128
Adam Warren,2019,0.2104,0.5276,-0.1377,-0.0807,0.1156,0.6129
Kyle Hendricks,2016,0.5916,0.7779,-0.2898,-0.1277,0.5062,0.7966
Kyle Hendricks,2017,0.5953,0.8455,-0.2494,-0.0568,0.5004,0.8972
Kyle Hendricks,2018,0.5637,0.8394,-0.3749,-0.0623,0.34,0.9116
Kyle Hendricks,2019,0.4653,0.8272,-0.4197,-0.0677,0.274,0.9064
Cody Anderson,2018,0.4693,0.832,0.1503,0.0639,0.3416,0.7763
Cody Anderson,2019,0.4546,0.8256,0.0842,0.0433,0.3746,0.7997
Tyler Cravy,2019,0.2253,0.7992,0.1459,0.0478,0.135,0.7334
Doug Fister,2016,0.8295,0.9322,-0.0711,0.0025,0.798,0.8963
Doug Fister,2017,0.8087,0.8926,-0.1047,-0.0377,0.7668,0.8496
Doug Fister,2019,0.8037,0.9125,-0.1272,-0.046,0.712,0.8479
Jose Urena,2016,0.0643,0.7722,0.2154,0.0734,0.0905,0.7494
Jose Urena,2017,0.1977,0.7729,0.1234,0.0431,0.1783,0.6895
Jose Urena,2018,0.215,0.7766,0.1123,0.0296,0.1926,0.6974
Jose Urena,2019,0.2052,0.7619,0.1291,0.031,0.2001,0.7128
Nick Wittgren,2016,0.547,0.5079,0.3534,0.137,0.1192,0.7271
Nick Wittgren,2017,0.3548,0.4968,0.3418,0.1544,0.0957,0.629
Nick Wittgren,2018,0.3817,0.5231,0.3198,0.1645,0.1016,0.5822
Nick Wittgren,2019,0.3809,0.5265,0.278,0.1215,0.1195,0.6093
Justin Nicolino,2016,0.3279,0.6558,0.2513,0.1353,0.3431,0.6487
Justin Nicolino,2019,0.5446,0.5909,0.2075,0.1072,0.2749,0.7234
Chien-Ming Wang,2019,0.5008,0.8152,-0.372,-0.1829,0.2102,0.928
Ian Kennedy,2016,0.4295,0.6487,0.2138,0.0549,0.2497,0.5932
Ian Kennedy,2017,0.517,0.7568,0.1466,0.0016,0.3561,0.7133
Ian Kennedy,2018,0.5033,0.716,0.1659,0.0117,0.363,0.7424
Ian Kennedy,2019,0.5371,0.7708,0.2893,-0.0133,0.2077,0.9344
Michael Tonkin,2016,0.5145,0.8802,0.3867,-0.261,0.4643,0.9638
Michael Tonkin,2019,0.8469,0.9545,-0.0228,-0.1285,0.3531,1.0715
Tommy Milone,2016,0.1909,0.4947,0.0511,0.0372,0.1154,0.3816
Tommy Milone,2017,0.3147,0.6257,0.0696,0.0158,0.2098,0.58
Tommy Milone,2018,0.3223,0.6289,0.0742,0.0193,0.2113,0.5774
Tommy Milone,2019,0.6589,0.8201,0.0156,-0.0204,0.371,0.8358
CC Sabathia,2016,0.5304,0.898,-0.1505,-0.0586,0.4005,0.8531
CC Sabathia,2017,0.5011,0.9069,-0.178,-0.0627,0.4562,0.806
CC Sabathia,2018,0.55,0.9144,-0.125,-0.0587,0.5267,0.7968
CC Sabathia,2019,0.5162,0.8955,-0.1216,-0.0516,0.5192,0.7957
Buck Farmer,2016,0.7521,0.7845,0.1704,0.0923,0.1865,0.7392
Buck Farmer,2017,0.7232,0.7776,0.1646,0.0967,0.1869,0.7147
Buck Farmer,2018,0.3931,0.717,0.1268,0.06,0.1668,0.721
Buck Farmer,2019,0.3841,0.6521,0.0677,0.0205,0.1757,0.6696
Mike Pelfrey,2016,0.4607,0.6163,-1.1122,-0.3045,0.1276,0.8638
Mike Pelfrey,2019,0.5227,0.849,-0.9026,-0.2318,0.2012,0.9796
Vidal Nuno III,2016,0.0748,0.5552,-0.2566,-0.1434,0.0551,0.5577
Vidal Nuno III,2017,0.0856,0.5734,-0.2505,-0.1686,0.0622,0.5009
Vidal Nuno III,2019,0.2203,0.6302,-0.2646,-0.1602,0.1201,0.5727
Nate Karns,2016,0.4387,0.7947,0.0181,0.0098,0.4014,0.8197
Nate Karns,2019,0.4523,0.7147,0.0063,0.0039,0.3624,0.6822
Vince Velasquez,2016,0.4523,0.8089,0.145,0.0091,0.3868,0.7403
Vince Velasquez,2017,0.4219,0.818,0.1635,0.0195,0.3876,0.7102
Vince Velasquez,2018,0.4341,0.8034,0.1552,0.0211,0.3953,0.7195
Vince Velasquez,2019,0.0974,0.8403,0.2433,0.0245,0.1339,0.7091
Gerrit Cole,2016,0.4989,0.926,0.0221,-0.0266,0.4447,0.8705
Gerrit Cole,2017,0.4355,0.8618,0.0664,0.0007,0.3666,0.8142
Gerrit Cole,2018,0.387,0.8261,0.0732,-0.0066,0.3431,0.8186
Gerrit Cole,2019,0.3559,0.796,0.0689,-0.0042,0.3224,0.7604
Brad Hand,2016,0.265,0.6553,0.1509,0.0308,0.1467,0.6492
Brad Hand,2017,0.2774,0.6711,0.0833,0.0114,0.1419,0.6912
Brad Hand,2018,0.2522,0.6809,0.0485,0.0061,0.1364,0.6578
Brad Hand,2019,0.269,0.6917,0.0289,-0.0034,0.1482,0.6732
Drew Pomeranz,2016,0.4073,0.9292,0.0064,-0.0563,0.5323,0.7882
