Player,Season,VAC_288,VAC_SO,Bias_288,Bias_SO,Sensitivity_288,Sensitivity_SO
Drew Pomeranz,2017,0.6185,0.8328,0.0489,0.0061,0.5249,0.8068
Drew Pomeranz,2018,0.5222,0.812,0.0785,0.0199,0.4947,0.7562
Drew Pomeranz,2019,0.4627,0.8444,0.15,0.0121,0.2487,0.846
Jose Ramirez,2016,0.1043,0.6566,0.1762,0.0849,0.0936,0.6517
Jose Ramirez,2017,0.148,0.6222,0.168,0.0785,0.1202,0.6867
Jose Ramirez,2019,0.1683,0.6384,0.1613,0.0843,0.1247,0.6757
Carlos Martinez,2016,0.2188,0.8467,0.0573,0.0259,0.2872,0.7641
Carlos Martinez,2017,0.2946,0.7595,0.0625,0.033,0.2782,0.7034
Carlos Martinez,2018,0.4166,0.73,0.0968,0.0229,0.1734,0.8375
Carlos Martinez,2019,0.4631,0.7874,0.0594,0.0351,0.1793,0.7542
Oliver Drake,2016,0.1968,0.5271,0.0286,0.058,0.0623,0.4742
Oliver Drake,2017,0.314,0.6647,0.0206,0.0054,0.119,0.7109
Oliver Drake,2018,0.2596,0.595,-0.012,-0.0094,0.112,0.6281
Oliver Drake,2019,0.3202,0.6905,-0.0494,-0.019,0.1449,0.7231
Kevin Gausman,2016,0.2987,0.7151,0.153,0.0213,0.368,0.7215
Kevin Gausman,2017,0.4242,0.7699,0.1591,0.0413,0.3972,0.6546
Kevin Gausman,2018,0.4419,0.7644,0.1327,0.0254,0.4053,0.6666
Kevin Gausman,2019,0.6696,0.8154,0.1347,-0.0049,0.3565,0.7699
Tyler Sturdevant,2019,0.4365,0.504,0.4806,0.1427,0.1746,0.696
Matt Andriese,2016,0.8386,0.9379,0.0706,0.0027,0.3675,1.0471
Matt Andriese,2017,0.753,0.8962,0.0135,0.0018,0.3864,0.9777
Matt Andriese,2018,0.6554,0.8096,0.0127,-0.0124,0.3637,0.8637
Matt Andriese,2019,0.5073,0.7277,0.0197,-0.0163,0.2809,0.7591
A.J. Achter,2019,0.1187,0.6945,-0.028,0.0355,0.0953,0.9045
Marco Estrada,2016,0.0367,0.682,0.171,0.0732,0.1219,0.6143
Marco Estrada,2017,0.1109,0.7103,0.1517,0.0608,0.1873,0.6141
Marco Estrada,2019,0.2857,0.7341,0.1029,0.033,0.3301,0.7056
Neil Ramirez,2016,0.1841,0.5866,0.1259,-0.0086,0.0987,0.7537
Neil Ramirez,2017,0.2327,0.6851,0.0342,-0.0046,0.1554,0.6818
Neil Ramirez,2018,0.201,0.6245,0.0524,0.0084,0.1344,0.6095
Neil Ramirez,2019,0.1938,0.6247,0.0542,0.0052,0.1358,0.5721
Matt Purke,2019,0.4135,0.3312,0.3351,0.1134,0.1084,0.8683
Erik Johnson,2019,0.0142,0.2404,0.1946,0.1115,-0.0625,0.3066
Joe Ross,2016,0.2366,0.9534,0.1509,-0.3079,0.4887,0.9569
Joe Ross,2018,0.7531,0.8623,-0.8382,0.3773,0.2481,1.3258
Joe Ross,2019,0.8736,0.9604,-0.2818,-0.052,0.3826,1.0473
Tom Koehler,2016,0.2226,0.5604,-0.0542,0.0055,0.2405,0.546
Tom Koehler,2019,0.2241,0.5746,-0.0203,0.0054,0.1234,0.4774
Dillon Gee,2016,0.5109,0.7676,0.1372,0.1112,0.5045,0.6653
Dillon Gee,2019,0.4174,0.7343,0.2233,0.1049,0.2369,0.6601
Ricky Nolasco,2016,0.0776,0.5178,-0.0265,-0.0008,0.0941,0.4739
Ricky Nolasco,2019,0.2795,0.6295,-0.0263,-0.0088,0.211,0.4801
Aroldis Chapman,2016,0.4708,0.7459,0.3612,0.0734,0.1656,0.935
Aroldis Chapman,2017,0.4431,0.6674,0.3465,0.0774,0.1515,0.8627
Aroldis Chapman,2018,0.4576,0.7093,0.2667,0.0813,0.172,0.8569
Aroldis Chapman,2019,0.4548,0.736,0.2228,0.0775,0.1897,0.8467
Bobby Parnell,2019,0.2974,0.7965,0.2299,0.2437,0.2459,0.601
Matthew Boyd,2016,0.1473,0.6485,0.1483,0.056,0.1354,0.6621
Matthew Boyd,2017,0.5923,0.8336,0.021,0.0092,0.3806,0.7509
Matthew Boyd,2018,0.5724,0.8098,0.0009,0.0031,0.4091,0.7246
Matthew Boyd,2019,0.4555,0.7958,0.0219,-0.0023,0.3582,0.6902
Logan Verrett,2019,0.0938,0.6234,0.094,0.0432,0.1013,0.6381
Dan Straily,2016,0.4072,0.7661,0.0105,-0.0002,0.3066,0.6358
Dan Straily,2017,0.3798,0.7255,0.0104,-0.0084,0.2918,0.6082
Dan Straily,2018,0.4029,0.7111,0.002,-0.0076,0.3067,0.6165
Dan Straily,2019,0.4883,0.7777,0.0065,-0.0057,0.357,0.6423
Jeff Locke,2016,0.6784,0.9418,-0.6119,-0.0805,0.2763,1.0498
Jeff Locke,2019,0.7974,0.9735,-0.2718,-0.0467,0.3755,1.0727
Chris Withrow,2019,0.3044,0.6239,0.6001,0.1554,0.1182,0.9
Williams Perez,2019,0.7749,0.9216,-0.3074,-0.6096,0.3804,0.7777
Vance Worley,2016,0.5026,0.7987,0.3286,0.067,0.2223,0.9176
Vance Worley,2019,0.5241,0.865,0.4329,0.0941,0.2213,0.8975
Phil Klein,2019,0.454,0.5896,0.1243,0.0586,0.2828,0.9124
Jered Weaver,2016,0.4259,0.8078,-0.0665,0.0237,0.3428,0.7028
Jered Weaver,2019,0.3417,0.7696,-0.0551,0.0148,0.2778,0.635
Nick Tropeano,2017,0.494,0.6219,-0.0157,-0.0112,0.3932,0.6045
Nick Tropeano,2019,0.3611,0.643,-0.0203,-0.0258,0.3227,0.6075
Jarred Cosart,2016,0.8909,0.9553,-0.1325,0.0043,0.8573,0.7813
Jarred Cosart,2019,0.9034,0.9642,0.0108,-0.112,0.4821,1.026
Steven Matz,2016,0.4195,0.8208,-1.2888,0.0022,0.1564,1.1153
Steven Matz,2017,0.445,0.5171,-1.3542,-0.4378,0.1385,0.8601
Steven Matz,2018,0.5081,0.6272,-1.2426,-0.3513,0.1586,0.9051
Steven Matz,2019,0.2022,0.7205,-1.5427,-0.3565,0.0871,0.9107
Hunter Cervenka,2016,0.3626,0.5925,-0.1088,-0.0532,0.1551,0.6301
Hunter Cervenka,2019,0.404,0.6206,-0.1138,-0.0515,0.1643,0.6563
Jhoulys Chacin,2016,0.2758,0.6193,0.0942,0.0786,0.2856,0.8408
Jhoulys Chacin,2017,0.3282,0.6287,0.0881,0.0767,0.2824,0.735
Jhoulys Chacin,2018,0.4352,0.7571,0.0432,0.055,0.3924,0.7947
Jhoulys Chacin,2019,0.3975,0.7687,0.0186,0.0493,0.4072,0.8048
Gio Gonzalez,2016,0.3052,0.6322,0.1716,0.0997,0.2532,0.4791
Gio Gonzalez,2017,0.4593,0.7158,0.1151,0.0437,0.3141,0.6134
Gio Gonzalez,2018,0.4664,0.6979,0.1086,0.0307,0.2975,0.6023
Gio Gonzalez,2019,0.7957,0.8604,0.0711,-0.0239,0.4308,0.875
Mike Wright,2016,0.146,0.4951,0.2642,0.1314,0.1832,0.4624
Mike Wright,2017,0.5294,0.9095,0.0629,-0.0668,0.2777,0.8102
Mike Wright,2018,0.454,0.848,-0.0289,-0.0769,0.2821,0.7841
Mike Wright,2019,0.3955,0.8426,-0.07,-0.085,0.2534,0.7793
Kris Medlen,2019,0.4761,0.2674,0.0054,0.0601,0.3867,0.3953
Hector Santiago,2016,0.4266,0.7638,-0.921,-0.1657,0.2097,0.859
Hector Santiago,2017,0.4025,0.7661,-0.9012,-0.2214,0.2034,0.8078
Hector Santiago,2018,0.7133,0.9576,-0.1493,-0.0625,0.4903,0.9126
Hector Santiago,2019,0.7186,0.9534,-0.1024,-0.0502,0.5026,0.9132
Derek Holland,2016,0.4924,0.664,-0.9997,-0.145,0.1886,0.9652
Derek Holland,2017,0.8304,0.9303,-0.4217,-0.0711,0.336,1.0154
Derek Holland,2018,0.867,0.9492,-0.401,-0.0456,0.3474,1.0767
Derek Holland,2019,0.6544,0.9413,-0.5599,-0.1217,0.2771,1.0441
Clayton Richard,2016,0.6659,0.4846,0.3197,0.1514,0.1615,0.7316
Clayton Richard,2017,0.5953,0.6093,0.2932,0.0711,0.1712,0.7944
Clayton Richard,2018,0.6022,0.6291,0.2691,0.066,0.1815,0.7724
Clayton Richard,2019,0.5594,0.6302,0.2777,0.0819,0.1793,0.7216
A.J. Schugel,2016,0.7547,0.8868,-0.0356,-0.174,0.3633,1.0242
A.J. Schugel,2019,0.6077,0.813,-0.3835,-0.1481,0.2432,1.0152
Greg Mahle,2019,0.5107,0.7589,-0.2286,-0.1045,0.1614,0.9065
Pat Venditte,2017,0.729,0.9625,0.3694,-0.2178,0.4758,1.0157
Pat Venditte,2019,0.5283,0.9178,-0.0458,-0.2201,0.352,0.9966
Alex Claudio,2016,0.5797,0.9267,0.4899,-0.1943,0.4947,1.0204
Alex Claudio,2017,0.5125,0.8413,0.3231,-0.2698,0.444,0.9314
Alex Claudio,2018,0.5448,0.8423,0.3827,-0.2689,0.4576,0.9369
Alex Claudio,2019,0.1807,0.7669,-0.9523,-0.3103,0.0753,0.8831
Taylor Rogers,2016,0.329,0.6879,0.0467,0.0567,0.1416,0.6018
Taylor Rogers,2017,0.304,0.6339,0.094,0.0658,0.1246,0.6392
Taylor Rogers,2018,0.2577,0.6471,0.0786,0.0396,0.1124,0.6892
Taylor Rogers,2019,0.3064,0.663,0.0508,0.022,0.1331,0.7319
Rob Scahill,2016,0.2884,0.395,0.3936,0.2304,0.0765,0.5337
Rob Scahill,2017,0.2797,0.5698,0.3346,0.1605,0.1008,0.6983
Rob Scahill,2019,0.2916,0.6149,0.3036,0.1364,0.1071,0.7474
Derek Law,2016,0.3964,0.5835,0.0143,-0.0249,0.1392,0.6394
Derek Law,2017,0.2565,0.5489,0.025,-0.0122,0.1183,0.5672
Derek Law,2018,0.2572,0.5379,0.0231,-0.0049,0.1173,0.5506
Derek Law,2019,0.3171,0.6848,-0.0545,-0.0286,0.1552,0.6076
Elvis Araujo,2019,0.3503,0.7141,0.11,0.0446,0.1487,0.6545
Rafael Montero,2016,0.17,0.6749,0.1391,0.0366,0.14,0.6986
Rafael Montero,2018,0.0879,0.8012,0.1322,0.0211,0.088,0.7702
Rafael Montero,2019,0.1281,0.7856,0.0679,0.0016,0.1054,0.8331
Adam Liberatore,2017,0.455,0.6979,0.1716,0.0625,0.1749,0.7134
Adam Liberatore,2019,0.3958,0.6473,0.162,0.0653,0.1441,0.6569
Evan Marshall,2016,0.5185,0.8518,0.0697,0.0048,0.1596,0.7397
Evan Marshall,2017,0.5588,0.8623,-0.0283,-0.0345,0.2162,0.7948
Evan Marshall,2018,0.6199,0.8164,-0.1251,-0.1134,0.2567,0.8885
Evan Marshall,2019,0.3059,0.7186,-0.2792,-0.1058,0.1673,0.7983
Kyle Barraclough,2016,0.3079,0.5825,0.0581,0.0749,0.1834,0.6297
Kyle Barraclough,2017,0.3137,0.5694,0.056,0.0326,0.1629,0.6094
Kyle Barraclough,2018,0.4249,0.6372,0.065,0.0334,0.1795,0.6604
Kyle Barraclough,2019,0.4304,0.6303,0.0855,0.0417,0.1879,0.6527
Jon Moscot,2019,0.103,0.9362,-0.0083,0.058,0.3603,0.7552
Alex Wilson,2016,0.3884,0.6154,0.0765,0.0382,0.1466,0.6406
Alex Wilson,2017,0.367,0.5657,0.102,0.0483,0.1461,0.6199
Alex Wilson,2018,0.3475,0.6525,0.0391,0.0162,0.1525,0.6602
Alex Wilson,2019,0.3404,0.6478,0.0361,0.0131,0.1502,0.6565
Ryan O'Rourke,2019,0.4266,0.6687,-0.0234,0.0169,0.2096,1.0407
Zach Davies,2016,0.5594,0.7838,-0.4956,-0.1918,0.37,0.7325
Zach Davies,2017,0.8695,0.964,-0.0266,0.0284,0.722,0.9357
Zach Davies,2018,0.87,0.9624,-0.0124,0.0199,0.7233,0.9234
Zach Davies,2019,0.8276,0.9619,0.0543,0.0257,0.7342,0.9214
Archie Bradley,2016,0.4087,0.7592,0.2469,0.1509,0.2896,0.4786
Archie Bradley,2017,0.3158,0.537,0.3334,0.1349,0.0993,0.6154
Archie Bradley,2018,0.2285,0.6163,0.3844,0.131,0.1075,0.6645
Archie Bradley,2019,0.2787,0.6298,0.3359,0.1194,0.1248,0.6641
Steven Okert,2016,0.1138,0.6262,0.4293,0.2907,0.0735,0.4021
Steven Okert,2017,0.3212,0.5435,0.3137,0.1684,0.1471,0.6365
Steven Okert,2019,0.3376,0.6103,0.251,0.1288,0.1676,0.6807
Blaine Hardy,2016,0.1702,0.7723,0.1353,0.1103,0.1433,0.4993
Blaine Hardy,2017,0.2189,0.5017,0.1096,0.0774,0.0992,0.4864
Blaine Hardy,2018,0.3917,0.6784,0.142,0.0708,0.1704,0.6866
Blaine Hardy,2019,0.4689,0.8009,0.0135,0.018,0.2386,0.8352
Ryan Weber,2018,0.5434,0.9291,0.8735,-0.3543,0.6362,0.9004
Ryan Weber,2019,0.1547,0.7862,-1.0492,-0.3665,0.1021,0.8599
Drew Hayes,2019,0.5852,0.7502,0.3147,0.1483,0.0855,0.4624
Leonel Campos,2016,0.0479,0.6644,0.0292,0.0108,0.0443,0.4151
Leonel Campos,2019,0.3323,0.5134,0.0294,0.064,0.1258,0.511
JC Ramirez,2016,0.3889,0.7681,0.3169,0.0768,0.1353,0.88
JC Ramirez,2018,0.4595,0.8382,0.1981,0.0321,0.1766,0.9311
JC Ramirez,2019,0.468,0.8221,0.1871,0.0346,0.1791,0.9009
Luis Avilan,2016,0.1314,0.5933,0.0009,-0.0066,0.0706,0.6993
Luis Avilan,2017,0.221,0.6073,-0.0768,-0.0461,0.0982,0.6902
Luis Avilan,2018,0.2748,0.5968,-0.13,-0.0551,0.114,0.683
Luis Avilan,2019,0.292,0.5883,-0.1678,-0.0743,0.1194,0.694
Gonzalez Germen,2019,0.5616,0.5312,0.1228,0.1328,0.1632,0.6578
Jon Gray,2016,0.2422,0.7365,0.0481,0.0503,0.2596,0.6647
Jon Gray,2017,0.3456,0.8433,0.0497,0.0408,0.3741,0.7286
Jon Gray,2018,0.4929,0.8144,0.0252,0.0306,0.4361,0.7208
Jon Gray,2019,0.4105,0.8116,0.0268,0.0267,0.3792,0.7411
Casey Kelly,2017,0.3368,0.855,0.3006,0.1031,0.1107,0.82
Casey Kelly,2019,0.3999,0.8783,0.1849,0.0504,0.1697,0.9087
Chad Girodo,2019,0.5736,0.8378,-0.2284,-0.3229,0.2754,0.869
Brian Matusz,2019,0.1921,0.0123,0.0222,0.0072,0.1866,-0.0495
Carlos Estevez,2016,0.1225,0.6115,0.3048,0.1306,0.084,0.6115
Carlos Estevez,2018,0.1149,0.6311,0.3248,0.1147,0.0803,0.6551
Carlos Estevez,2019,0.1665,0.6455,0.2945,0.1224,0.0993,0.6452
Cody Ege,2019,0.4748,0.7754,0.0396,-0.5467,0.3368,0.6208
Andrew Bailey,2019,0.3436,0.5525,0.5199,0.1981,0.1111,0.6901
Enrique Burgos,2019,0.2743,0.7405,0.1253,0.0738,0.159,0.6264
Cesar Vargas,2019,0.4773,0.4869,0.1902,0.1208,0.3686,0.4846
Blake Snell,2016,0.647,0.8003,0.0656,0.0658,0.6652,0.5667
Blake Snell,2017,0.4287,0.8001,0.0725,0.0478,0.4516,0.6036
Blake Snell,2018,0.3501,0.7936,0.0403,0.0356,0.4117,0.6306
Blake Snell,2019,0.4752,0.7341,0.0271,0.0035,0.4917,0.6601
Nick Martinez,2016,0.2504,0.6262,0.1658,0.1386,0.274,0.5701
Nick Martinez,2019,0.2325,0.6418,0.2331,0.1287,0.2459,0.5805
Tyler Duffey,2016,0.2816,0.726,0.0558,0.0395,0.2772,0.7196
Tyler Duffey,2017,0.6528,0.8846,-0.1242,-0.0285,0.3232,1.0671
Tyler Duffey,2018,0.6159,0.8491,-0.1513,-0.0472,0.2923,1.0025
Tyler Duffey,2019,0.4418,0.8249,-0.1025,-0.0682,0.2269,0.9211
Aaron Blair,2019,0.0736,0.9076,0.1018,0.0559,0.1763,0.7175
Drew Hutchison,2017,0.193,0.5787,0.1436,0.1671,0.2015,0.4364
Drew Hutchison,2019,0.3828,0.5673,0.0931,0.0606,0.2534,0.6098
Luis Garcia,2016,0.1589,0.575,0.1508,0.1002,0.1048,0.4339
Luis Garcia,2017,0.2347,0.6203,0.1623,0.0466,0.0938,0.6005
Luis Garcia,2018,0.2513,0.6845,0.0913,0.0149,0.1059,0.6413
Luis Garcia,2019,0.3067,0.6654,0.0479,-0.0024,0.1228,0.6509
Jhan Marinez,2016,0.5373,0.8676,0.3053,0.1246,0.2029,0.7836
Jhan Marinez,2017,0.5234,0.8542,0.2129,0.0883,0.2072,0.7879
Jhan Marinez,2019,0.5275,0.843,0.2023,0.0837,0.2136,0.7972
Nick Goody,2016,0.4475,0.7117,0.0287,-0.0066,0.2759,0.6361
Nick Goody,2017,0.2496,0.6086,0.0467,-0.0083,0.1148,0.6771
Nick Goody,2018,0.2649,0.5967,0.0509,-0.0016,0.1168,0.6538
Nick Goody,2019,0.2767,0.5978,0.0456,-0.0007,0.1282,0.6644
Miguel Gonzalez,2016,0.1529,0.8305,-0.0366,-0.0201,0.258,0.6145
Miguel Gonzalez,2019,0.3601,0.8485,-0.0071,-0.0174,0.3839,0.6174
Cesar Ramos,2019,0.5824,0.8354,-0.0898,-0.0746,0.3194,0.6752
Andrew Triggs,2016,0.4954,0.889,-0.7251,-0.2659,0.2019,0.9547
Andrew Triggs,2017,0.4551,0.7637,-0.8963,-0.3917,0.1688,0.8116
Andrew Triggs,2019,0.7282,0.9351,-0.3129,-0.1255,0.3231,1.0025
Scott Oberg,2016,0.1845,0.7293,0.1742,-0.0373,-0.0992,0.6494
Scott Oberg,2017,0.0993,0.6615,0.0943,0.009,0.0734,0.6388
Scott Oberg,2018,0.1227,0.6622,0.0848,0.0077,0.085,0.6529
Scott Oberg,2019,0.1322,0.6726,0.0691,-0.0031,0.0945,0.6515
Keith Hessler,2019,0.4252,0.777,0.2486,0.067,0.1644,0.6902
Dominic Leone,2016,0.2733,0.5747,0.4669,0.213,0.1124,0.6459
Dominic Leone,2017,0.438,0.587,0.515,0.2174,0.136,0.7784
Dominic Leone,2018,0.4556,0.582,0.5056,0.2006,0.1454,0.8359
Dominic Leone,2019,0.4055,0.6058,0.5197,0.1634,0.1355,0.8598
Ryan Tepera,2016,0.6586,0.5437,0.4984,0.2816,0.1776,0.8792
Ryan Tepera,2017,0.6002,0.7341,0.2358,0.0935,0.2119,0.9297
Ryan Tepera,2018,0.5754,0.76,0.2108,0.0902,0.2026,0.8915
Ryan Tepera,2019,0.5718,0.781,0.1753,0.08,0.214,0.9012
Jose Berrios,2016,0.3755,0.7622,0.1773,0.0417,0.2809,0.7392
Jose Berrios,2017,0.3992,0.6796,0.1487,0.0254,0.3022,0.7235
Jose Berrios,2018,0.3686,0.6648,0.1383,0.0247,0.2935,0.691
Jose Berrios,2019,0.4495,0.7124,0.1091,0.0217,0.3478,0.6711
Mayckol Guaipe,2019,0.1471,0.6694,0.1997,0.1851,0.0346,0.1807
Matt Garza,2016,0.3703,0.3988,0.2366,0.1747,0.3168,0.3958
Matt Garza,2019,0.0789,0.6481,0.1989,0.0724,0.1643,0.5732
Sammy Solis,2016,0.5176,0.7844,0.4594,-0.2494,0.4844,0.9628
Sammy Solis,2017,0.6648,0.84,0.4177,-0.273,0.4692,0.9447
Sammy Solis,2019,0.6082,0.8205,0.3402,-0.2811,0.4426,0.9348
Eddie Butler,2016,0.591,0.6638,0.0882,0.0744,0.3991,0.5787
Eddie Butler,2017,0.6592,0.7771,0.1266,0.0789,0.4855,0.6784
Eddie Butler,2019,0.4345,0.7719,0.2804,0.11,0.1896,0.6943
Tommy Kahnle,2016,0.0015,0.5905,0.4036,0.1611,0.0102,0.5579
Tommy Kahnle,2017,0.334,0.7427,0.2147,0.0632,0.142,0.7579
Tommy Kahnle,2018,0.3825,0.7697,0.1753,0.0633,0.1602,0.7521
Tommy Kahnle,2019,0.3651,0.8101,0.0653,0.027,0.1939,0.7821
Adam Morgan,2016,0.267,0.8178,-0.0286,0.026,0.404,0.8368
Adam Morgan,2017,0.3494,0.8365,-0.1257,-0.0148,0.1736,0.873
Adam Morgan,2018,0.259,0.7283,-0.1782,-0.0758,0.12,0.729
Adam Morgan,2019,0.2556,0.715,-0.2028,-0.08,0.1125,0.6889
Alex Meyer,2016,0.0699,0.8086,0.1395,0.0713,0.1611,0.4515
Alex Meyer,2019,0.2895,0.8001,0.0959,0.0509,0.3183,0.6228
Michael Fulmer,2016,0.3533,0.8174,0.0814,0.0329,0.2664,0.6482
Michael Fulmer,2017,0.3665,0.8248,0.09,0.033,0.307,0.6744
Michael Fulmer,2019,0.2558,0.8394,0.1238,0.0408,0.1815,0.7098
Sean Manaea,2016,0.3992,0.7106,0.0857,0.0492,0.3537,0.6482
Sean Manaea,2017,0.3036,0.7176,0.1008,0.0457,0.296,0.6302
Sean Manaea,2018,0.3391,0.7794,0.0763,0.0263,0.378,0.6744
Sean Manaea,2019,0.3155,0.7864,0.0831,0.0283,0.3537,0.6723
David Goforth,2019,0.0513,0.7594,-0.0006,0.0408,0.0639,0.5925
Spencer Patton,2019,0.5637,0.357,0.1967,0.1664,0.1526,0.5877
Mauricio Cabrera,2019,0.247,0.7729,0.2795,0.1485,0.1286,0.6584
Dario Alvarez,2016,0.3827,0.7556,-0.0837,0.0269,0.1615,0.7912
Dario Alvarez,2019,0.4654,0.7097,-0.1156,0.0191,0.184,0.7767
Lucas Harrell,2019,0.7993,0.9046,-0.5383,-0.0519,0.2671,1.077
Colton Murray,2019,0.4933,0.6614,0.2089,0.0933,0.136,0.5791
Tommy Hunter,2016,0.3258,0.7433,0.3733,0.1547,0.1115,0.7416
Tommy Hunter,2017,0.4206,0.6604,0.3315,0.1676,0.1316,0.7103
Tommy Hunter,2018,0.464,0.6564,0.3742,0.1668,0.1384,0.7888
Tommy Hunter,2019,0.4649,0.6618,0.3784,0.1645,0.1382,0.7946
Zac Curtis,2016,0.0678,0.4733,0.1428,0.0967,0.0771,0.6194
Zac Curtis,2017,0.2767,0.7079,0.1062,0.0884,0.1514,0.6978
Zac Curtis,2019,0.3779,0.7429,0.1232,0.0918,0.153,0.7664
Jesse Hahn,2016,0.544,0.9003,0.2323,0.0327,0.4454,0.7093
Jesse Hahn,2018,0.4209,0.7722,0.1731,0.0624,0.3704,0.6419
Jesse Hahn,2019,0.241,0.7948,0.2327,0.0538,0.1264,0.6672
Jared Hughes,2016,0.4034,0.7841,-0.537,-0.2222,0.1448,0.8937
Jared Hughes,2017,0.3797,0.8092,-0.5054,-0.1704,0.1514,0.9882
Jared Hughes,2018,0.4212,0.7492,-0.499,-0.1904,0.158,0.9244
Jared Hughes,2019,0.3973,0.7266,-0.5461,-0.205,0.1465,0.9093
Tim Adleman,2016,0.7986,0.8176,-0.0968,-0.1242,0.5196,0.8463
Tim Adleman,2019,0.7946,0.8979,0.0622,-0.0698,0.6231,0.8979
Mike Foltynewicz,2016,0.011,0.6407,0.2002,0.091,0.0547,0.5788
Mike Foltynewicz,2017,0.3616,0.7263,0.1104,0.0718,0.3064,0.6079
Mike Foltynewicz,2018,0.3606,0.7371,0.0948,0.0646,0.3103,0.6292
Mike Foltynewicz,2019,0.4428,0.7923,0.0732,0.0501,0.3622,0.6877
Junior Guerra,2016,0.3277,0.8292,0.1079,0.0427,0.4195,0.6564
Junior Guerra,2017,0.1351,0.8804,0.1476,0.0302,0.1647,0.7476
Junior Guerra,2018,0.1712,0.8666,0.1729,0.0314,0.2142,0.7189
Junior Guerra,2019,0.5265,0.7949,0.1268,-0.0337,0.2769,0.8529
John Lamb,2019,0.9131,0.9202,0.1741,0.1822,0.5013,0.5812
Steve Johnson,2019,0.2516,0.1291,0.5326,0.3674,0.0701,0.3869
Nefi Ogando,2019,0.1104,0.2892,0.2767,0.2178,0.175,0.2938
Brian Flynn,2017,0.2963,0.6708,0.2583,0.0604,0.0885,0.7227
Brian Flynn,2018,0.2775,0.6695,0.2503,0.0637,0.1135,0.7442
Brian Flynn,2019,0.3064,0.6674,0.2321,0.0473,0.1212,0.7543
Javy Guerra,2016,0.8059,0.7573,0.0212,0.0713,0.3583,0.6502
Javy Guerra,2017,0.5222,0.5803,0.0835,0.0439,0.2145,0.6512
Javy Guerra,2018,0.4034,0.5671,0.0347,0.0074,0.1606,0.5526
Javy Guerra,2019,0.2831,0.6482,0.0859,0.0262,0.1524,0.5322
Steve Delabar,2019,0.3456,0.7225,0.2805,0.0811,0.1316,0.5656
Brandon Kintzler,2016,0.4938,0.6291,-0.5243,-0.1895,0.1678,0.913
Brandon Kintzler,2017,0.7051,0.8764,-0.3191,-0.1467,0.2241,0.9606
Brandon Kintzler,2018,0.6558,0.8439,-0.3766,-0.1787,0.2089,0.9473
Brandon Kintzler,2019,0.5655,0.8257,-0.4469,-0.1759,0.187,0.9559
Anthony Ranaudo,2019,0.5882,0.7556,0.0791,-0.0408,0.4593,0.9437
Albert Suarez,2016,0.5882,0.9224,-0.4064,-0.1023,0.3087,0.9362
Albert Suarez,2019,0.5771,0.9395,-0.2489,-0.0502,0.3318,1.03
J.B. Wendelken,2017,0.6913,0.5171,0.1938,0.0957,0.1098,0.5914
J.B. Wendelken,2018,0.4277,0.5811,0.1631,-0.0265,0.1184,0.8878
J.B. Wendelken,2019,0.3877,0.5354,0.1729,0.0078,0.1204,0.6804
Chaz Roe,2016,0.5641,0.7459,-0.0613,0.0095,0.1404,0.9312
Chaz Roe,2017,0.4872,0.7499,-0.0453,0.0153,0.1408,0.9633
Chaz Roe,2018,0.3712,0.7955,-0.0565,0.0162,0.1316,0.9051
Chaz Roe,2019,0.4245,0.7645,-0.0921,0.0006,0.1443,0.8285
Odrisamer Despaigne,2016,0.4453,0.6322,-0.0861,-0.0715,0.1462,0.6496
Odrisamer Despaigne,2017,0.453,0.784,0.0385,-0.0078,0.1823,0.8211
Odrisamer Despaigne,2019,0.4012,0.7059,0.0009,-0.0106,0.185,0.7089
Phil Coke,2019,0.549,0.5071,0.0741,0.0872,0.1327,0.6121
Danny Coulombe,2016,0.2158,0.5173,-0.2478,-0.1522,0.0696,0.5235
Danny Coulombe,2017,0.2846,0.6532,-0.3616,-0.2018,0.1128,0.6971
Danny Coulombe,2019,0.3143,0.6625,-0.3654,-0.1927,0.1188,0.7243
Ian Krol,2016,0.264,0.7144,0.1821,0.0552,0.1086,0.914
Ian Krol,2019,0.4125,0.6876,0.1003,0.0425,0.1426,0.8499
Wade LeBlanc,2016,0.3068,0.6217,0.1586,0.0375,0.1565,0.7294
Wade LeBlanc,2017,0.2441,0.629,0.161,0.0281,0.1175,0.7359
Wade LeBlanc,2018,0.267,0.6718,0.163,0.034,0.1382,0.7336
Wade LeBlanc,2019,0.2496,0.697,0.1504,0.0325,0.1417,0.7285
Abel De Los Santos,2019,0.9738,0.0031,0.2477,0.1721,0.0784,0.0501
Jameson Taillon,2016,0.4478,0.8915,0.1449,0.0955,0.4861,0.5742
Jameson Taillon,2017,0.316,0.7327,0.1643,0.0911,0.3525,0.5811
Jameson Taillon,2018,0.352,0.8226,0.1204,0.0566,0.383,0.6607
Jameson Taillon,2019,0.4259,0.8475,0.1025,0.0449,0.4219,0.6947
Anthony DeSclafani,2017,0.0659,0.6934,0.1131,0.0424,0.1316,0.4958
Anthony DeSclafani,2018,0.1052,0.6231,0.113,0.0672,0.1516,0.4551
Anthony DeSclafani,2019,0.1626,0.6004,0.096,0.0467,0.1794,0.5069
Pat Dean,2019,0.5089,0.6106,0.059,0.0435,0.1571,0.7599
Zach Neal,2016,0.5061,0.8459,0.3865,0.1162,0.1988,0.8928
Zach Neal,2019,0.4903,0.8642,0.3794,0.1134,0.208,0.8772
